session_id,player_id,acquisition_channel,session_date,days_since_signup,game_category,device,session_minutes,bets_placed,net_revenue_usd
S000684,P100137,Retail Crossover,2025-07-07,8,Live Dealer,Mobile Web,19,8,109.39
S000685,P100137,Retail Crossover,2025-07-10,11,Slots,Desktop,52,95,-97.74
S000686,P100137,Retail Crossover,2025-07-15,16,Live Dealer,iOS App,40,88,79.83
S000687,P100137,Retail Crossover,2025-07-16,17,Bingo,Mobile Web,21,45,-75.18
S000688,P100137,Retail Crossover,2025-07-21,22,Bingo,Desktop,14,34,-44.21
S000689,P100137,Retail Crossover,2025-07-22,23,Slots,Mobile Web,23,52,28.28
S000690,P100138,Affiliate,2025-05-22,0,Table Games,iOS App,10,17,-1.01
S000691,P100138,Affiliate,2025-05-27,5,Slots,Desktop,29,11,1.63
S000692,P100139,Paid Social,2025-03-01,0,Sportsbook,Android App,9,21,1.28
S000693,P100139,Paid Social,2025-03-02,1,Table Games,Mobile Web,21,60,-9.7
S000694,P100140,Affiliate,2025-05-13,0,Live Dealer,Android App,9,21,26.09
S000695,P100141,Retail Crossover,2025-01-08,0,Sportsbook,Mobile Web,19,9,23.49
S000696,P100142,Organic,2025-06-19,0,Sportsbook,Android App,21,58,-2.9
S000697,P100142,Organic,2025-06-22,3,Sportsbook,Android App,15,40,-37.63
S000698,P100142,Organic,2025-06-27,8,Bingo,Android App,8,8,0.96
S000699,P100142,Organic,2025-07-05,16,Bingo,iOS App,95,285,124.86
S000700,P100142,Organic,2025-07-06,17,Slots,Mobile Web,20,43,217.63
S000701,P100142,Organic,2025-07-07,18,Slots,iOS App,7,8,-44.95
S000702,P100142,Organic,2025-07-12,23,Sportsbook,iOS App,8,12,-4.6
S000703,P100142,Organic,2025-07-15,26,Live Dealer,iOS App,29,18,25.9
S000704,P100142,Organic,2025-07-23,34,Slots,iOS App,45,32,-208.37
S000705,P100143,Paid Search,2025-01-06,0,Slots,Mobile Web,17,22,-24.9
S000706,P100143,Paid Search,2025-01-14,8,Slots,Android App,16,31,3.76
S000707,P100144,Organic,2025-04-20,0,Sportsbook,Android App,11,5,21.43
S000708,P100144,Organic,2025-04-21,1,Slots,Android App,78,225,107.28
S000709,P100144,Organic,2025-04-26,6,Sportsbook,Mobile Web,16,16,7.14
S000710,P100144,Organic,2025-05-10,20,Live Dealer,Mobile Web,21,12,-25.58
S000711,P100145,Retail Crossover,2025-03-29,0,Table Games,Desktop,11,7,-25.34
S000712,P100145,Retail Crossover,2025-04-01,3,Sportsbook,iOS App,14,6,2.78
S000713,P100146,Organic,2025-06-26,0,Live Dealer,iOS App,105,112,257.04
S000714,P100147,Paid Social,2025-02-09,0,Slots,iOS App,56,154,90.36
S000715,P100147,Paid Social,2025-02-11,2,Table Games,iOS App,5,9,-2.49
S000716,P100147,Paid Social,2025-02-12,3,Table Games,Android App,13,16,0.59
S000717,P100147,Paid Social,2025-02-20,11,Slots,Desktop,12,6,4.9
S000718,P100147,Paid Social,2025-02-25,16,Slots,iOS App,43,65,89.53
S000719,P100148,Paid Search,2025-01-28,0,Bingo,Android App,8,8,-4.65
S000720,P100149,Affiliate,2025-04-24,0,Slots,Desktop,59,38,-112.51
S000721,P100149,Affiliate,2025-05-02,8,Table Games,Mobile Web,12,30,5.55
S000722,P100150,Affiliate,2025-05-09,0,Table Games,iOS App,32,46,93.05
S000723,P100151,Affiliate,2025-06-04,0,Table Games,Android App,28,61,-5.17
S000724,P100152,Affiliate,2025-01-08,0,Sportsbook,Mobile Web,4,5,10.57
S000725,P100152,Affiliate,2025-01-10,2,Sportsbook,Mobile Web,13,5,32.09
S000726,P100153,Paid Search,2025-03-16,0,Table Games,Desktop,16,37,-23.61
S000727,P100153,Paid Search,2025-03-30,14,Slots,Android App,8,10,38.28
S000728,P100153,Paid Search,2025-04-02,17,Sportsbook,Desktop,13,35,84.21
S000729,P100153,Paid Search,2025-04-04,19,Live Dealer,iOS App,5,12,20.85
S000730,P100154,Organic,2025-03-19,0,Sportsbook,Desktop,11,15,15.15
S000731,P100154,Organic,2025-03-20,1,Table Games,Desktop,5,3,15.73
S000732,P100154,Organic,2025-04-03,15,Sportsbook,iOS App,49,113,-13.95
S000733,P100154,Organic,2025-04-11,23,Table Games,iOS App,41,66,42.5
S000734,P100154,Organic,2025-04-14,26,Live Dealer,Mobile Web,7,21,-32.41
S000735,P100154,Organic,2025-04-22,34,Table Games,iOS App,22,50,-22.8
S000736,P100154,Organic,2025-04-23,35,Table Games,Android App,3,2,0.52
S000737,P100154,Organic,2025-04-24,36,Bingo,iOS App,16,7,-0.96
S000738,P100154,Organic,2025-04-25,37,Sportsbook,iOS App,5,2,0.79
S000739,P100154,Organic,2025-04-26,38,Bingo,iOS App,18,52,-69.64
S000740,P100155,Affiliate,2025-01-01,0,Live Dealer,Android App,49,114,-195.83
S000741,P100155,Affiliate,2025-01-02,1,Sportsbook,Desktop,27,33,10.53
S000742,P100156,Paid Social,2025-02-09,0,Bingo,Android App,3,4,-2.52
S000743,P100157,Organic,2025-03-29,0,Live Dealer,iOS App,15,30,-15.5
S000744,P100157,Organic,2025-04-03,5,Table Games,Desktop,4,11,5.61
S000745,P100158,Affiliate,2025-02-05,0,Live Dealer,Mobile Web,25,15,40.88
S000746,P100158,Affiliate,2025-02-10,5,Bingo,Mobile Web,8,5,3.23
S000747,P100158,Affiliate,2025-02-18,13,Bingo,iOS App,12,14,-104.12
S000748,P100159,Paid Social,2025-06-20,0,Table Games,Mobile Web,19,38,-201.13
S000749,P100159,Paid Social,2025-06-21,1,Sportsbook,iOS App,12,13,-5.35
S000750,P100159,Paid Social,2025-06-24,4,Live Dealer,Android App,4,10,18.4
S000751,P100159,Paid Social,2025-06-27,7,Sportsbook,iOS App,9,16,-19.75
S000752,P100159,Paid Social,2025-07-11,21,Slots,Desktop,17,9,30.42
S000753,P100160,Affiliate,2025-04-22,0,Live Dealer,Mobile Web,15,28,122.13
S000754,P100161,Paid Search,2025-04-24,0,Live Dealer,Desktop,53,40,24.28
S000755,P100161,Paid Search,2025-05-02,8,Bingo,iOS App,12,13,59.26
S000756,P100161,Paid Search,2025-05-05,11,Table Games,iOS App,11,27,-1.26
S000757,P100161,Paid Search,2025-05-06,12,Bingo,Desktop,23,9,-1.05
S000758,P100161,Paid Search,2025-05-07,13,Live Dealer,iOS App,16,7,30.41
S000759,P100161,Paid Search,2025-05-08,14,Bingo,Mobile Web,27,81,295.55
S000760,P100161,Paid Search,2025-05-16,22,Live Dealer,Android App,29,85,-91.0
S000761,P100161,Paid Search,2025-05-18,24,Sportsbook,Desktop,10,27,87.72
S000762,P100161,Paid Search,2025-05-20,26,Sportsbook,Android App,12,27,26.3
S000763,P100161,Paid Search,2025-05-23,29,Bingo,Mobile Web,24,34,0.01
S000764,P100161,Paid Search,2025-05-28,34,Table Games,iOS App,66,193,26.54
S000765,P100162,Organic,2025-04-12,0,Sportsbook,Android App,10,17,20.22
S000766,P100162,Organic,2025-04-13,1,Bingo,Android App,14,28,-10.51
S000767,P100163,Retail Crossover,2025-01-22,0,Table Games,Android App,16,27,55.41
S000768,P100163,Retail Crossover,2025-01-25,3,Bingo,iOS App,14,14,-1.3
S000769,P100163,Retail Crossover,2025-01-27,5,Table Games,iOS App,28,40,142.0
S000770,P100164,Paid Search,2025-04-20,0,Bingo,Mobile Web,17,14,-14.06
S000771,P100164,Paid Search,2025-04-21,1,Sportsbook,Android App,56,85,-66.29
S000772,P100164,Paid Search,2025-05-05,15,Sportsbook,Mobile Web,13,7,-0.35
S000773,P100164,Paid Search,2025-05-10,20,Table Games,Android App,18,44,-28.52
S000774,P100164,Paid Search,2025-05-11,21,Sportsbook,Desktop,40,50,111.42
S000775,P100164,Paid Search,2025-05-12,22,Table Games,iOS App,27,18,87.86
S000776,P100164,Paid Search,2025-05-15,25,Table Games,Mobile Web,15,34,-81.77
S000777,P100164,Paid Search,2025-05-23,33,Slots,iOS App,12,5,0.05
S000778,P100164,Paid Search,2025-05-24,34,Slots,Android App,13,23,-17.16
S000779,P100164,Paid Search,2025-06-01,42,Table Games,Mobile Web,11,34,-4.58
S000780,P100164,Paid Search,2025-06-06,47,Bingo,Mobile Web,43,110,327.47
S000781,P100165,Organic,2025-03-22,0,Sportsbook,Android App,31,80,-279.14
S000782,P100165,Organic,2025-03-30,8,Bingo,Android App,33,15,-8.21
S000783,P100165,Organic,2025-04-04,13,Sportsbook,Mobile Web,14,43,-152.32
S000784,P100166,Paid Social,2025-04-16,0,Bingo,Android App,18,7,23.84
S000785,P100167,Paid Search,2025-03-01,0,Sportsbook,Mobile Web,9,4,8.06
S000786,P100168,Affiliate,2025-06-28,0,Slots,Desktop,10,14,-23.99
S000787,P100168,Affiliate,2025-07-06,8,Sportsbook,Mobile Web,10,12,-6.7
S000788,P100168,Affiliate,2025-07-07,9,Sportsbook,iOS App,23,30,0.02
S000789,P100168,Affiliate,2025-07-10,12,Slots,Desktop,8,16,20.27
S000790,P100168,Affiliate,2025-07-11,13,Slots,Mobile Web,6,3,32.36
S000791,P100169,Paid Search,2025-05-27,0,Slots,Mobile Web,25,33,5.82
S000792,P100169,Paid Search,2025-06-10,14,Bingo,Mobile Web,19,57,396.11
S000793,P100169,Paid Search,2025-06-15,19,Bingo,Android App,39,114,45.11
S000794,P100169,Paid Search,2025-06-20,24,Bingo,Mobile Web,16,28,88.44
S000795,P100169,Paid Search,2025-06-21,25,Live Dealer,Android App,20,30,-201.64
S000796,P100169,Paid Search,2025-07-05,39,Sportsbook,Android App,10,26,-7.68
S000797,P100169,Paid Search,2025-07-08,42,Bingo,iOS App,35,54,53.83
S000798,P100170,Affiliate,2025-03-13,0,Table Games,iOS App,7,16,5.96
S000799,P100171,Paid Social,2025-06-10,0,Slots,iOS App,35,64,16.78
S000800,P100172,Organic,2025-02-22,0,Slots,iOS App,31,94,32.8
S000801,P100173,Paid Search,2025-04-28,0,Live Dealer,Android App,54,52,-7.36
S000802,P100173,Paid Search,2025-05-01,3,Table Games,Android App,8,17,-17.42
S000803,P100173,Paid Search,2025-05-02,4,Slots,iOS App,52,59,302.73
S000804,P100173,Paid Search,2025-05-03,5,Live Dealer,Android App,48,35,25.35
S000805,P100173,Paid Search,2025-05-04,6,Bingo,iOS App,17,41,13.29
S000806,P100173,Paid Search,2025-05-09,11,Live Dealer,iOS App,8,25,-46.7
S000807,P100173,Paid Search,2025-05-12,14,Table Games,Mobile Web,42,48,29.49
S000808,P100173,Paid Search,2025-05-13,15,Sportsbook,iOS App,4,12,13.07
S000809,P100173,Paid Search,2025-05-15,17,Table Games,Mobile Web,26,12,-13.19
S000810,P100173,Paid Search,2025-05-20,22,Table Games,Android App,11,16,-6.82
S000811,P100173,Paid Search,2025-05-21,23,Slots,iOS App,21,29,125.12
S000812,P100173,Paid Search,2025-05-22,24,Sportsbook,Android App,21,59,141.21
S000813,P100174,Organic,2025-04-04,0,Bingo,Desktop,26,76,15.75
S000814,P100174,Organic,2025-04-05,1,Sportsbook,Mobile Web,2,3,6.28
S000815,P100175,Retail Crossover,2025-04-12,0,Table Games,iOS App,71,225,584.31
S000816,P100175,Retail Crossover,2025-04-26,14,Table Games,Android App,17,29,-117.42
S000817,P100175,Retail Crossover,2025-04-27,15,Bingo,Android App,6,7,-1.53
S000818,P100176,Affiliate,2025-04-08,0,Live Dealer,Mobile Web,11,6,10.29
S000819,P100176,Affiliate,2025-04-09,1,Slots,Desktop,23,31,60.75
S000820,P100176,Affiliate,2025-04-14,6,Live Dealer,Mobile Web,36,63,80.3
S000821,P100176,Affiliate,2025-04-28,20,Live Dealer,iOS App,8,20,10.15
S000822,P100176,Affiliate,2025-05-12,34,Live Dealer,iOS App,11,34,-18.18
S000823,P100176,Affiliate,2025-05-15,37,Slots,Android App,44,115,282.09
S000824,P100176,Affiliate,2025-05-17,39,Slots,Mobile Web,10,15,-75.79
S000825,P100176,Affiliate,2025-05-18,40,Table Games,Android App,10,28,147.14
S000826,P100176,Affiliate,2025-05-23,45,Live Dealer,Mobile Web,10,17,-76.59
S000827,P100176,Affiliate,2025-05-26,48,Sportsbook,Desktop,18,22,-30.52
S000828,P100176,Affiliate,2025-05-31,53,Bingo,Desktop,8,6,17.46
S000829,P100177,Retail Crossover,2025-05-19,0,Table Games,Android App,11,32,0.23
S000830,P100177,Retail Crossover,2025-05-20,1,Bingo,Mobile Web,57,150,146.07
S000831,P100177,Retail Crossover,2025-05-21,2,Bingo,iOS App,34,42,6.84
S000832,P100177,Retail Crossover,2025-05-23,4,Sportsbook,Mobile Web,24,12,-68.66
S000833,P100177,Retail Crossover,2025-05-24,5,Sportsbook,Mobile Web,32,28,-218.13
S000834,P100177,Retail Crossover,2025-06-01,13,Table Games,iOS App,38,16,1.72
S000835,P100177,Retail Crossover,2025-06-06,18,Sportsbook,Android App,10,16,39.05
S000836,P100177,Retail Crossover,2025-06-11,23,Table Games,Mobile Web,32,40,33.95
S000837,P100177,Retail Crossover,2025-06-19,31,Sportsbook,iOS App,54,123,65.84
S000838,P100177,Retail Crossover,2025-06-20,32,Slots,iOS App,11,31,-75.57
S000839,P100177,Retail Crossover,2025-06-23,35,Sportsbook,Android App,8,6,37.29
S000840,P100177,Retail Crossover,2025-07-07,49,Bingo,Android App,8,17,17.7
S000841,P100177,Retail Crossover,2025-07-08,50,Live Dealer,iOS App,7,14,23.81
S000842,P100177,Retail Crossover,2025-07-11,53,Table Games,iOS App,18,36,-160.63
S000843,P100177,Retail Crossover,2025-07-14,56,Live Dealer,iOS App,15,27,28.01
S000844,P100177,Retail Crossover,2025-07-15,57,Slots,iOS App,38,31,24.12
S000845,P100177,Retail Crossover,2025-07-29,71,Live Dealer,Desktop,16,42,-105.07
S000846,P100177,Retail Crossover,2025-07-31,73,Sportsbook,Desktop,21,52,96.3
S000847,P100177,Retail Crossover,2025-08-08,81,Sportsbook,Android App,9,16,-6.52
S000848,P100177,Retail Crossover,2025-08-16,89,Table Games,Mobile Web,34,92,-18.97
S000849,P100177,Retail Crossover,2025-08-30,103,Live Dealer,Mobile Web,11,26,-49.07
S000850,P100177,Retail Crossover,2025-09-04,108,Table Games,Mobile Web,11,6,-47.5
S000851,P100177,Retail Crossover,2025-09-09,113,Sportsbook,Desktop,26,64,-108.21
S000852,P100177,Retail Crossover,2025-09-10,114,Sportsbook,Android App,16,23,2.14
S000853,P100178,Paid Search,2025-01-27,0,Table Games,Desktop,8,13,-16.2
S000854,P100178,Paid Search,2025-01-30,3,Table Games,Desktop,8,15,44.4
S000855,P100179,Paid Social,2025-04-09,0,Live Dealer,Desktop,41,82,13.8
S000856,P100180,Organic,2025-05-05,0,Slots,iOS App,20,27,-3.14
S000857,P100180,Organic,2025-05-10,5,Bingo,iOS App,8,16,136.09
S000858,P100180,Organic,2025-05-15,10,Slots,Mobile Web,12,19,93.35
S000859,P100180,Organic,2025-05-16,11,Table Games,Android App,16,9,7.17
S000860,P100181,Organic,2025-05-12,0,Bingo,iOS App,7,16,5.72
S000861,P100182,Paid Search,2025-03-21,0,Sportsbook,iOS App,11,16,59.09
S000862,P100182,Paid Search,2025-04-04,14,Bingo,Android App,16,9,21.12
S000863,P100182,Paid Search,2025-04-12,22,Table Games,Android App,17,46,-22.34
S000864,P100182,Paid Search,2025-04-15,25,Slots,Mobile Web,26,37,-13.66
S000865,P100182,Paid Search,2025-04-20,30,Slots,iOS App,5,7,4.37
S000866,P100182,Paid Search,2025-04-28,38,Bingo,Desktop,10,17,11.34
S000867,P100182,Paid Search,2025-05-03,43,Table Games,Mobile Web,59,181,-7.08
S000868,P100182,Paid Search,2025-05-04,44,Bingo,Mobile Web,23,20,-4.08
S000869,P100183,Paid Social,2025-05-16,0,Table Games,Desktop,56,98,17.99
S000870,P100183,Paid Social,2025-05-30,14,Table Games,Desktop,55,22,8.35
S000871,P100184,Retail Crossover,2025-05-19,0,Bingo,Mobile Web,14,14,-35.6
S000872,P100185,Retail Crossover,2025-02-21,0,Live Dealer,Android App,155,441,291.74
S000873,P100186,Organic,2025-02-07,0,Sportsbook,iOS App,6,4,-4.79
S000874,P100186,Organic,2025-02-21,14,Table Games,Mobile Web,46,23,26.13
S000875,P100186,Organic,2025-02-22,15,Table Games,iOS App,22,50,-131.36
S000876,P100186,Organic,2025-02-25,18,Table Games,iOS App,6,16,-13.93
S000877,P100186,Organic,2025-03-11,32,Table Games,Mobile Web,11,6,29.44
S000878,P100186,Organic,2025-03-25,46,Table Games,Android App,49,93,-362.35
S000879,P100186,Organic,2025-04-08,60,Live Dealer,Desktop,15,40,7.36
S000880,P100186,Organic,2025-04-13,65,Sportsbook,iOS App,23,22,10.94
S000881,P100186,Organic,2025-04-27,79,Live Dealer,Mobile Web,25,21,37.44
S000882,P100186,Organic,2025-05-11,93,Table Games,Desktop,14,27,91.0
S000883,P100186,Organic,2025-05-12,94,Table Games,Android App,10,13,16.94
S000884,P100186,Organic,2025-05-26,108,Bingo,Desktop,5,9,15.49
S000885,P100186,Organic,2025-05-31,113,Sportsbook,Mobile Web,15,19,22.31
S000886,P100186,Organic,2025-06-14,127,Bingo,Desktop,35,101,-402.06
S000887,P100186,Organic,2025-06-22,135,Sportsbook,Mobile Web,92,248,109.93
S000888,P100186,Organic,2025-06-27,140,Bingo,iOS App,30,45,539.09
S000889,P100186,Organic,2025-06-29,142,Live Dealer,Android App,10,24,-76.72
S000890,P100186,Organic,2025-06-30,143,Live Dealer,iOS App,29,21,-48.35
S000891,P100186,Organic,2025-07-14,157,Sportsbook,Android App,7,10,17.39
S000892,P100186,Organic,2025-07-16,159,Live Dealer,iOS App,21,50,-66.3
S000893,P100186,Organic,2025-07-17,160,Table Games,Android App,23,48,-129.75
S000894,P100186,Organic,2025-07-20,163,Table Games,Desktop,11,32,9.17
S000895,P100186,Organic,2025-07-21,164,Slots,Desktop,13,9,-23.57
S000896,P100186,Organic,2025-07-26,169,Table Games,Desktop,31,93,-93.04
S000897,P100186,Organic,2025-08-03,177,Table Games,Desktop,23,15,-3.2
S000898,P100186,Organic,2025-08-04,178,Slots,Android App,26,44,272.74
S000899,P100186,Organic,2025-08-12,186,Slots,Desktop,11,27,45.9
S000900,P100186,Organic,2025-08-13,187,Sportsbook,Desktop,62,40,-239.35
S000901,P100186,Organic,2025-08-15,189,Sportsbook,iOS App,30,67,-3.67
S000902,P100186,Organic,2025-08-18,192,Table Games,iOS App,13,12,9.32
S000903,P100186,Organic,2025-08-23,197,Sportsbook,Desktop,45,71,7.63
S000904,P100186,Organic,2025-09-06,211,Live Dealer,iOS App,99,230,696.21
S000905,P100187,Paid Search,2025-06-12,0,Slots,Android App,16,36,-309.73
S000906,P100187,Paid Search,2025-06-17,5,Slots,Android App,50,59,31.68
S000907,P100187,Paid Search,2025-06-22,10,Live Dealer,Android App,13,37,-3.4
S000908,P100187,Paid Search,2025-06-23,11,Table Games,Desktop,52,124,-34.62
S000909,P100187,Paid Search,2025-06-24,12,Live Dealer,Mobile Web,23,73,496.46
S000910,P100187,Paid Search,2025-06-27,15,Bingo,Mobile Web,17,18,20.36
S000911,P100187,Paid Search,2025-06-29,17,Slots,Mobile Web,43,123,-21.16
S000912,P100187,Paid Search,2025-07-02,20,Sportsbook,Android App,18,25,80.32
S000913,P100187,Paid Search,2025-07-07,25,Live Dealer,iOS App,14,7,16.83
S000914,P100187,Paid Search,2025-07-21,39,Slots,iOS App,11,9,39.92
S000915,P100187,Paid Search,2025-07-26,44,Sportsbook,iOS App,30,64,6.93
S000916,P100187,Paid Search,2025-08-03,52,Sportsbook,Android App,75,159,244.41
S000917,P100187,Paid Search,2025-08-11,60,Live Dealer,Desktop,7,12,-31.71
S000918,P100187,Paid Search,2025-08-13,62,Live Dealer,Mobile Web,11,4,7.18
S000919,P100187,Paid Search,2025-08-27,76,Slots,iOS App,10,4,4.85
S000920,P100188,Affiliate,2025-01-08,0,Sportsbook,Mobile Web,15,45,-15.55
S000921,P100188,Affiliate,2025-01-10,2,Bingo,Android App,10,18,-65.54
S000922,P100189,Paid Search,2025-04-11,0,Table Games,Desktop,42,92,153.15
S000923,P100190,Paid Social,2025-02-27,0,Live Dealer,Desktop,31,12,77.73
S000924,P100191,Organic,2025-05-25,0,Sportsbook,iOS App,25,71,-269.98
S000925,P100191,Organic,2025-06-08,14,Table Games,Android App,25,43,100.12
S000926,P100191,Organic,2025-06-22,28,Table Games,Android App,5,4,0.15
S000927,P100191,Organic,2025-07-06,42,Sportsbook,iOS App,11,28,37.24
S000928,P100191,Organic,2025-07-11,47,Sportsbook,iOS App,11,11,-33.45
S000929,P100191,Organic,2025-07-25,61,Table Games,Mobile Web,18,52,166.1
S000930,P100192,Paid Social,2025-05-11,0,Bingo,Mobile Web,33,24,-39.52
S000931,P100192,Paid Social,2025-05-12,1,Table Games,iOS App,7,5,-2.93
S000932,P100192,Paid Social,2025-05-15,4,Live Dealer,iOS App,32,48,-249.76
S000933,P100192,Paid Social,2025-05-18,7,Table Games,Android App,24,48,-70.89
S000934,P100192,Paid Social,2025-06-01,21,Sportsbook,Android App,13,25,-15.43
S000935,P100192,Paid Social,2025-06-02,22,Slots,Mobile Web,41,61,72.49
S000936,P100192,Paid Social,2025-06-10,30,Bingo,Desktop,18,55,31.95
S000937,P100192,Paid Social,2025-06-18,38,Slots,iOS App,37,102,20.12
S000938,P100192,Paid Social,2025-06-23,43,Bingo,Desktop,63,150,154.42
S000939,P100193,Affiliate,2025-02-27,0,Slots,iOS App,56,162,-262.44
S000940,P100193,Affiliate,2025-03-02,3,Slots,Desktop,13,9,-4.57
S000941,P100193,Affiliate,2025-03-07,8,Bingo,Android App,14,40,12.81
S000942,P100193,Affiliate,2025-03-10,11,Live Dealer,Desktop,8,16,8.97
S000943,P100194,Organic,2025-06-13,0,Live Dealer,iOS App,33,17,2.53
S000944,P100194,Organic,2025-06-21,8,Live Dealer,iOS App,44,73,154.19
S000945,P100194,Organic,2025-06-23,10,Sportsbook,Desktop,39,50,53.79
S000946,P100194,Organic,2025-06-24,11,Slots,Desktop,14,35,-86.94
S000947,P100194,Organic,2025-07-08,25,Slots,Desktop,7,4,-1.24
S000948,P100194,Organic,2025-07-22,39,Sportsbook,Mobile Web,18,31,164.96
S000949,P100195,Retail Crossover,2025-06-13,0,Slots,Mobile Web,6,9,-7.97
S000950,P100195,Retail Crossover,2025-06-18,5,Slots,iOS App,7,10,-11.51
S000951,P100196,Paid Social,2025-06-28,0,Slots,Mobile Web,50,97,-731.85
S000952,P100197,Organic,2025-01-28,0,Sportsbook,iOS App,10,29,2.36
S000953,P100198,Organic,2025-01-18,0,Live Dealer,Mobile Web,18,56,29.82
S000954,P100199,Paid Social,2025-05-08,0,Slots,iOS App,46,95,-85.11
S000955,P100199,Paid Social,2025-05-10,2,Table Games,Desktop,27,39,11.95
S000956,P100199,Paid Social,2025-05-11,3,Live Dealer,Desktop,22,17,-17.41
S000957,P100200,Paid Social,2025-04-08,0,Bingo,Mobile Web,31,74,116.9
S000958,P100200,Paid Social,2025-04-22,14,Bingo,Android App,9,14,18.99
S000959,P100200,Paid Social,2025-04-23,15,Sportsbook,Mobile Web,43,97,160.28
S000960,P100200,Paid Social,2025-04-25,17,Table Games,iOS App,33,58,327.8
S000961,P100200,Paid Social,2025-04-26,18,Live Dealer,Desktop,8,14,-15.75
S000962,P100201,Organic,2025-04-14,0,Bingo,Desktop,69,32,145.74
S000963,P100201,Organic,2025-04-15,1,Bingo,Desktop,23,21,-230.73
S000964,P100201,Organic,2025-04-29,15,Table Games,iOS App,9,10,12.75
S000965,P100201,Organic,2025-04-30,16,Table Games,Android App,24,26,26.43
S000966,P100201,Organic,2025-05-01,17,Slots,iOS App,50,64,-78.59
S000967,P100202,Paid Social,2025-04-29,0,Sportsbook,iOS App,17,46,263.47
S000968,P100202,Paid Social,2025-05-07,8,Sportsbook,Android App,21,57,105.04
S000969,P100202,Paid Social,2025-05-12,13,Live Dealer,iOS App,7,4,2.92
S000970,P100203,Paid Search,2025-01-24,0,Sportsbook,iOS App,110,146,-221.08
S000971,P100203,Paid Search,2025-02-01,8,Live Dealer,iOS App,16,40,72.75
S000972,P100203,Paid Search,2025-02-15,22,Sportsbook,iOS App,10,13,11.06
S000973,P100204,Paid Search,2025-04-22,0,Table Games,Desktop,13,33,-35.64
S000974,P100204,Paid Search,2025-05-06,14,Table Games,Mobile Web,24,52,0.84
S000975,P100205,Paid Social,2025-01-02,0,Slots,Android App,3,2,4.44
S000976,P100205,Paid Social,2025-01-03,1,Sportsbook,Android App,18,42,481.19
S000977,P100205,Paid Social,2025-01-04,2,Table Games,iOS App,4,2,3.83
S000978,P100206,Paid Search,2025-05-05,0,Live Dealer,Desktop,13,9,11.66
S000979,P100207,Affiliate,2025-01-07,0,Live Dealer,Mobile Web,6,14,0.69
S000980,P100207,Affiliate,2025-01-12,5,Bingo,Mobile Web,40,120,-46.77
S000981,P100207,Affiliate,2025-01-20,13,Live Dealer,iOS App,3,8,85.23
S000982,P100207,Affiliate,2025-02-03,27,Live Dealer,iOS App,19,58,52.78
S000983,P100207,Affiliate,2025-02-08,32,Bingo,Desktop,19,44,117.05
S000984,P100207,Affiliate,2025-02-22,46,Sportsbook,Mobile Web,33,61,-67.58
S000985,P100208,Paid Search,2025-06-18,0,Slots,Mobile Web,15,6,-1.7
S000986,P100208,Paid Search,2025-06-26,8,Bingo,Desktop,10,19,-103.35
S000987,P100208,Paid Search,2025-06-27,9,Live Dealer,Desktop,32,92,-10.64
S000988,P100208,Paid Search,2025-07-05,17,Sportsbook,Desktop,34,69,79.03
S000989,P100208,Paid Search,2025-07-08,20,Table Games,Desktop,35,21,0.26
S000990,P100208,Paid Search,2025-07-09,21,Sportsbook,Android App,3,6,-4.35
S000991,P100208,Paid Search,2025-07-17,29,Slots,Mobile Web,9,19,-18.64
S000992,P100209,Paid Search,2025-03-09,0,Slots,iOS App,30,78,55.47
S000993,P100209,Paid Search,2025-03-10,1,Sportsbook,Desktop,2,4,-16.85
S000994,P100209,Paid Search,2025-03-18,9,Slots,Mobile Web,6,4,-2.29
S000995,P100210,Affiliate,2025-04-16,0,Sportsbook,Desktop,13,7,-6.63
S000996,P100211,Organic,2025-01-26,0,Sportsbook,Android App,10,21,10.55
S000997,P100211,Organic,2025-01-28,2,Table Games,Android App,10,16,54.59
S000998,P100212,Organic,2025-01-29,0,Bingo,iOS App,29,24,-31.17
S000999,P100212,Organic,2025-02-01,3,Table Games,Android App,29,32,-75.34
S001000,P100213,Paid Social,2025-02-06,0,Bingo,iOS App,12,20,-25.68
S001001,P100213,Paid Social,2025-02-09,3,Sportsbook,iOS App,21,13,-7.46
S001002,P100213,Paid Social,2025-02-17,11,Slots,Desktop,18,24,78.55
S001003,P100213,Paid Social,2025-02-25,19,Slots,Desktop,12,26,10.69
S001004,P100213,Paid Social,2025-02-26,20,Bingo,Mobile Web,15,31,115.17
S001005,P100213,Paid Social,2025-02-28,22,Table Games,Desktop,7,16,68.89
S001006,P100214,Paid Search,2025-03-26,0,Live Dealer,iOS App,39,103,459.76
S001007,P100215,Paid Social,2025-06-03,0,Sportsbook,Android App,11,25,85.8
S001008,P100216,Paid Search,2025-02-11,0,Slots,iOS App,18,51,18.76
S001009,P100216,Paid Search,2025-02-13,2,Table Games,Android App,23,50,31.87
S001010,P100216,Paid Search,2025-02-21,10,Bingo,Desktop,15,26,129.03
S001011,P100216,Paid Search,2025-03-07,24,Table Games,iOS App,4,7,-6.69
S001012,P100217,Paid Social,2025-06-01,0,Table Games,Mobile Web,14,38,212.4
S001013,P100217,Paid Social,2025-06-09,8,Slots,Android App,13,22,21.78
S001014,P100218,Organic,2025-02-21,0,Table Games,iOS App,16,32,195.43
S001015,P100218,Organic,2025-02-22,1,Live Dealer,Desktop,4,2,1.24
